Category,Case Type,Image Name,Annotation Name (YOLOv5),Annotation Name (Faster R-CNN),Reference
insulting_gesture,Normal,img_hod_001937.jpg,img_hod_001937.txt,img_hod_001937.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001555.jpg,img_hod_001555.txt,img_hod_001555.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009718.jpg,img_hod_009718.txt,img_hod_009718.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001579.jpg,img_hod_001579.txt,img_hod_001579.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001605.jpg,img_hod_001605.txt,img_hod_001605.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001541.jpg,img_hod_001541.txt,img_hod_001541.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001578.jpg,img_hod_001578.txt,img_hod_001578.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001807.jpg,img_hod_001807.txt,img_hod_001807.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001536.jpg,img_hod_001536.txt,img_hod_001536.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001547.jpg,img_hod_001547.txt,img_hod_001547.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001499.jpg,img_hod_001499.txt,img_hod_001499.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001830.jpg,img_hod_001830.txt,img_hod_001830.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001550.jpg,img_hod_001550.txt,img_hod_001550.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009646.jpg,img_hod_009646.txt,img_hod_009646.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001782.jpg,img_hod_001782.txt,img_hod_001782.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002045.jpg,img_hod_002045.txt,img_hod_002045.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009666.jpg,img_hod_009666.txt,img_hod_009666.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001520.jpg,img_hod_001520.txt,img_hod_001520.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001487.jpg,img_hod_001487.txt,img_hod_001487.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001455.jpg,img_hod_001455.txt,img_hod_001455.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001827.jpg,img_hod_001827.txt,img_hod_001827.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001687.jpg,img_hod_001687.txt,img_hod_001687.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001666.jpg,img_hod_001666.txt,img_hod_001666.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009668.jpg,img_hod_009668.txt,img_hod_009668.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001738.jpg,img_hod_001738.txt,img_hod_001738.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001500.jpg,img_hod_001500.txt,img_hod_001500.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009709.jpg,img_hod_009709.txt,img_hod_009709.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001711.jpg,img_hod_001711.txt,img_hod_001711.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001637.jpg,img_hod_001637.txt,img_hod_001637.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009650.jpg,img_hod_009650.txt,img_hod_009650.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001493.jpg,img_hod_001493.txt,img_hod_001493.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001523.jpg,img_hod_001523.txt,img_hod_001523.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001561.jpg,img_hod_001561.txt,img_hod_001561.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001467.jpg,img_hod_001467.txt,img_hod_001467.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001634.jpg,img_hod_001634.txt,img_hod_001634.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001930.jpg,img_hod_001930.txt,img_hod_001930.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001510.jpg,img_hod_001510.txt,img_hod_001510.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001676.jpg,img_hod_001676.txt,img_hod_001676.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001475.jpg,img_hod_001475.txt,img_hod_001475.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001716.jpg,img_hod_001716.txt,img_hod_001716.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001732.jpg,img_hod_001732.txt,img_hod_001732.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001712.jpg,img_hod_001712.txt,img_hod_001712.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001734.jpg,img_hod_001734.txt,img_hod_001734.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001663.jpg,img_hod_001663.txt,img_hod_001663.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001640.jpg,img_hod_001640.txt,img_hod_001640.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001701.jpg,img_hod_001701.txt,img_hod_001701.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001859.jpg,img_hod_001859.txt,img_hod_001859.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001982.jpg,img_hod_001982.txt,img_hod_001982.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009733.jpg,img_hod_009733.txt,img_hod_009733.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001521.jpg,img_hod_001521.txt,img_hod_001521.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009664.jpg,img_hod_009664.txt,img_hod_009664.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001725.jpg,img_hod_001725.txt,img_hod_001725.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001987.jpg,img_hod_001987.txt,img_hod_001987.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009712.jpg,img_hod_009712.txt,img_hod_009712.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_009632.jpg,img_hod_009632.txt,img_hod_009632.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001680.jpg,img_hod_001680.txt,img_hod_001680.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001508.jpg,img_hod_001508.txt,img_hod_001508.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002038.jpg,img_hod_002038.txt,img_hod_002038.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001825.jpg,img_hod_001825.txt,img_hod_001825.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001795.jpg,img_hod_001795.txt,img_hod_001795.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001559.jpg,img_hod_001559.txt,img_hod_001559.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001570.jpg,img_hod_001570.txt,img_hod_001570.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001600.jpg,img_hod_001600.txt,img_hod_001600.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002034.jpg,img_hod_002034.txt,img_hod_002034.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001873.jpg,img_hod_001873.txt,img_hod_001873.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001905.jpg,img_hod_001905.txt,img_hod_001905.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001946.jpg,img_hod_001946.txt,img_hod_001946.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001819.jpg,img_hod_001819.txt,img_hod_001819.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001553.jpg,img_hod_001553.txt,img_hod_001553.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001955.jpg,img_hod_001955.txt,img_hod_001955.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001495.jpg,img_hod_001495.txt,img_hod_001495.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009700.jpg,img_hod_009700.txt,img_hod_009700.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001480.jpg,img_hod_001480.txt,img_hod_001480.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001978.jpg,img_hod_001978.txt,img_hod_001978.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001992.jpg,img_hod_001992.txt,img_hod_001992.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001686.jpg,img_hod_001686.txt,img_hod_001686.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001814.jpg,img_hod_001814.txt,img_hod_001814.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001615.jpg,img_hod_001615.txt,img_hod_001615.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001629.jpg,img_hod_001629.txt,img_hod_001629.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001858.jpg,img_hod_001858.txt,img_hod_001858.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001672.jpg,img_hod_001672.txt,img_hod_001672.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001693.jpg,img_hod_001693.txt,img_hod_001693.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009641.jpg,img_hod_009641.txt,img_hod_009641.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001678.jpg,img_hod_001678.txt,img_hod_001678.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001836.jpg,img_hod_001836.txt,img_hod_001836.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002028.jpg,img_hod_002028.txt,img_hod_002028.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001598.jpg,img_hod_001598.txt,img_hod_001598.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001925.jpg,img_hod_001925.txt,img_hod_001925.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001465.jpg,img_hod_001465.txt,img_hod_001465.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001638.jpg,img_hod_001638.txt,img_hod_001638.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_010190.jpg,img_hod_010190.txt,img_hod_010190.xml,https://unsplash.com
insulting_gesture,Normal,img_hod_009680.jpg,img_hod_009680.txt,img_hod_009680.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001868.jpg,img_hod_001868.txt,img_hod_001868.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001796.jpg,img_hod_001796.txt,img_hod_001796.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001684.jpg,img_hod_001684.txt,img_hod_001684.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009670.jpg,img_hod_009670.txt,img_hod_009670.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001592.jpg,img_hod_001592.txt,img_hod_001592.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001793.jpg,img_hod_001793.txt,img_hod_001793.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001476.jpg,img_hod_001476.txt,img_hod_001476.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009729.jpg,img_hod_009729.txt,img_hod_009729.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001721.jpg,img_hod_001721.txt,img_hod_001721.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001660.jpg,img_hod_001660.txt,img_hod_001660.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001903.jpg,img_hod_001903.txt,img_hod_001903.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001670.jpg,img_hod_001670.txt,img_hod_001670.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001900.jpg,img_hod_001900.txt,img_hod_001900.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001934.jpg,img_hod_001934.txt,img_hod_001934.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001799.jpg,img_hod_001799.txt,img_hod_001799.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001444.jpg,img_hod_001444.txt,img_hod_001444.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009671.jpg,img_hod_009671.txt,img_hod_009671.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001656.jpg,img_hod_001656.txt,img_hod_001656.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001462.jpg,img_hod_001462.txt,img_hod_001462.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001920.jpg,img_hod_001920.txt,img_hod_001920.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001832.jpg,img_hod_001832.txt,img_hod_001832.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009669.jpg,img_hod_009669.txt,img_hod_009669.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001866.jpg,img_hod_001866.txt,img_hod_001866.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009711.jpg,img_hod_009711.txt,img_hod_009711.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_002001.jpg,img_hod_002001.txt,img_hod_002001.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001652.jpg,img_hod_001652.txt,img_hod_001652.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001844.jpg,img_hod_001844.txt,img_hod_001844.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001489.jpg,img_hod_001489.txt,img_hod_001489.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001747.jpg,img_hod_001747.txt,img_hod_001747.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002012.jpg,img_hod_002012.txt,img_hod_002012.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001558.jpg,img_hod_001558.txt,img_hod_001558.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002014.jpg,img_hod_002014.txt,img_hod_002014.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001948.jpg,img_hod_001948.txt,img_hod_001948.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001653.jpg,img_hod_001653.txt,img_hod_001653.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001800.jpg,img_hod_001800.txt,img_hod_001800.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002032.jpg,img_hod_002032.txt,img_hod_002032.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002042.jpg,img_hod_002042.txt,img_hod_002042.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001651.jpg,img_hod_001651.txt,img_hod_001651.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001534.jpg,img_hod_001534.txt,img_hod_001534.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001855.jpg,img_hod_001855.txt,img_hod_001855.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009693.jpg,img_hod_009693.txt,img_hod_009693.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001589.jpg,img_hod_001589.txt,img_hod_001589.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001792.jpg,img_hod_001792.txt,img_hod_001792.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001856.jpg,img_hod_001856.txt,img_hod_001856.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001956.jpg,img_hod_001956.txt,img_hod_001956.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001677.jpg,img_hod_001677.txt,img_hod_001677.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001577.jpg,img_hod_001577.txt,img_hod_001577.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001580.jpg,img_hod_001580.txt,img_hod_001580.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001991.jpg,img_hod_001991.txt,img_hod_001991.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001478.jpg,img_hod_001478.txt,img_hod_001478.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001661.jpg,img_hod_001661.txt,img_hod_001661.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001671.jpg,img_hod_001671.txt,img_hod_001671.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001516.jpg,img_hod_001516.txt,img_hod_001516.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001952.jpg,img_hod_001952.txt,img_hod_001952.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009677.jpg,img_hod_009677.txt,img_hod_009677.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001674.jpg,img_hod_001674.txt,img_hod_001674.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001568.jpg,img_hod_001568.txt,img_hod_001568.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002050.jpg,img_hod_002050.txt,img_hod_002050.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001871.jpg,img_hod_001871.txt,img_hod_001871.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009636.jpg,img_hod_009636.txt,img_hod_009636.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_002059.jpg,img_hod_002059.txt,img_hod_002059.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001647.jpg,img_hod_001647.txt,img_hod_001647.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009648.jpg,img_hod_009648.txt,img_hod_009648.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001512.jpg,img_hod_001512.txt,img_hod_001512.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001595.jpg,img_hod_001595.txt,img_hod_001595.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009634.jpg,img_hod_009634.txt,img_hod_009634.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001649.jpg,img_hod_001649.txt,img_hod_001649.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001854.jpg,img_hod_001854.txt,img_hod_001854.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002056.jpg,img_hod_002056.txt,img_hod_002056.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001872.jpg,img_hod_001872.txt,img_hod_001872.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001507.jpg,img_hod_001507.txt,img_hod_001507.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001789.jpg,img_hod_001789.txt,img_hod_001789.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009702.jpg,img_hod_009702.txt,img_hod_009702.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001539.jpg,img_hod_001539.txt,img_hod_001539.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001548.jpg,img_hod_001548.txt,img_hod_001548.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001560.jpg,img_hod_001560.txt,img_hod_001560.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002039.jpg,img_hod_002039.txt,img_hod_002039.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001821.jpg,img_hod_001821.txt,img_hod_001821.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001688.jpg,img_hod_001688.txt,img_hod_001688.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001574.jpg,img_hod_001574.txt,img_hod_001574.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001727.jpg,img_hod_001727.txt,img_hod_001727.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001492.jpg,img_hod_001492.txt,img_hod_001492.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001554.jpg,img_hod_001554.txt,img_hod_001554.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001624.jpg,img_hod_001624.txt,img_hod_001624.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001591.jpg,img_hod_001591.txt,img_hod_001591.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002005.jpg,img_hod_002005.txt,img_hod_002005.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001545.jpg,img_hod_001545.txt,img_hod_001545.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002031.jpg,img_hod_002031.txt,img_hod_002031.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009690.jpg,img_hod_009690.txt,img_hod_009690.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001744.jpg,img_hod_001744.txt,img_hod_001744.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001689.jpg,img_hod_001689.txt,img_hod_001689.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001450.jpg,img_hod_001450.txt,img_hod_001450.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001485.jpg,img_hod_001485.txt,img_hod_001485.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001969.jpg,img_hod_001969.txt,img_hod_001969.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009717.jpg,img_hod_009717.txt,img_hod_009717.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001690.jpg,img_hod_001690.txt,img_hod_001690.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001597.jpg,img_hod_001597.txt,img_hod_001597.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001625.jpg,img_hod_001625.txt,img_hod_001625.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001983.jpg,img_hod_001983.txt,img_hod_001983.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001790.jpg,img_hod_001790.txt,img_hod_001790.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002006.jpg,img_hod_002006.txt,img_hod_002006.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001466.jpg,img_hod_001466.txt,img_hod_001466.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001914.jpg,img_hod_001914.txt,img_hod_001914.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001630.jpg,img_hod_001630.txt,img_hod_001630.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001862.jpg,img_hod_001862.txt,img_hod_001862.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001861.jpg,img_hod_001861.txt,img_hod_001861.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_009630.jpg,img_hod_009630.txt,img_hod_009630.xml,https://www.freepik.com
insulting_gesture,Normal,img_hod_001581.jpg,img_hod_001581.txt,img_hod_001581.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001784.jpg,img_hod_001784.txt,img_hod_001784.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001754.jpg,img_hod_001754.txt,img_hod_001754.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001503.jpg,img_hod_001503.txt,img_hod_001503.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002010.jpg,img_hod_002010.txt,img_hod_002010.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001980.jpg,img_hod_001980.txt,img_hod_001980.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001917.jpg,img_hod_001917.txt,img_hod_001917.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001907.jpg,img_hod_001907.txt,img_hod_001907.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001864.jpg,img_hod_001864.txt,img_hod_001864.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001599.jpg,img_hod_001599.txt,img_hod_001599.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001737.jpg,img_hod_001737.txt,img_hod_001737.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_002004.jpg,img_hod_002004.txt,img_hod_002004.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001977.jpg,img_hod_001977.txt,img_hod_001977.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001943.jpg,img_hod_001943.txt,img_hod_001943.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001752.jpg,img_hod_001752.txt,img_hod_001752.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001846.jpg,img_hod_001846.txt,img_hod_001846.xml,https://www.istockphoto.com
insulting_gesture,Normal,img_hod_001707.jpg,img_hod_001707.txt,img_hod_001707.xml,https://www.istockphoto.com
